国家,确诊,治愈,死亡,日期
瑞士,8.0,0.0,0.0,2020-02-28
马来西亚,23.0,18.0,0.0,2020-02-28
希腊,4.0,0.0,0.0,2020-02-28
伊拉克,7.0,0.0,0.0,2020-02-28
韩国,2337.0,22.0,13.0,2020-02-28
黎巴嫩,3.0,0.0,0.0,2020-02-28
澳大利亚,23.0,15.0,0.0,2020-02-28
立陶宛,1.0,0.0,0.0,2020-02-28
爱沙尼亚,1.0,0.0,0.0,2020-02-28
北马其顿,1.0,0.0,0.0,2020-02-28
格鲁吉亚,1.0,0.0,0.0,2020-02-28
克罗地亚,3.0,0.0,0.0,2020-02-28
泰国,41.0,28.0,0.0,2020-02-28
越南,16.0,16.0,0.0,2020-02-28
钻石公主号邮轮,705.0,0.0,5.0,2020-02-28
新西兰,1.0,0.0,0.0,2020-02-28
中国,0.0,0.0,0.0,2020-02-28
英国（含北爱尔兰）,16.0,8.0,0.0,2020-02-28
北爱尔兰,16.0,8.0,0.0,2020-02-28
美国,63.0,3.0,0.0,2020-02-29
俄罗斯,2.0,2.0,0.0,2020-02-29
英国,20.0,8.0,0.0,2020-02-29
巴西,1.0,0.0,0.0,2020-02-29
意大利,888.0,46.0,21.0,2020-02-29
西班牙,41.0,2.0,0.0,2020-02-29
法国,57.0,11.0,2.0,2020-02-29
印度,3.0,3.0,0.0,2020-02-29
荷兰,2.0,0.0,0.0,2020-02-29
加拿大,16.0,4.0,0.0,2020-02-29
比利时,1.0,1.0,0.0,2020-02-29
巴基斯坦,2.0,0.0,0.0,2020-02-29
新加坡,98.0,69.0,0.0,2020-02-29
瑞典,12.0,0.0,0.0,2020-02-29
白俄罗斯,1.0,0.0,0.0,2020-02-29
伊朗,593.0,123.0,43.0,2020-02-29
阿联酋,21.0,5.0,0.0,2020-02-29
德国,66.0,14.0,0.0,2020-02-29
墨西哥,3.0,0.0,0.0,2020-02-29
科威特,43.0,0.0,0.0,2020-02-29
爱尔兰,20.0,8.0,0.0,2020-02-29
菲律宾,3.0,1.0,1.0,2020-02-29
挪威,7.0,0.0,0.0,2020-02-29
埃及,1.0,1.0,0.0,2020-02-29
日本,240.0,22.0,5.0,2020-02-29
罗马尼亚,3.0,0.0,0.0,2020-02-29
阿富汗,1.0,0.0,0.0,2020-02-29
尼日利亚,1.0,0.0,0.0,2020-02-29
巴林,38.0,0.0,0.0,2020-02-29
阿曼,6.0,1.0,0.0,2020-02-29
以色列,9.0,1.0,0.0,2020-02-29
阿尔及利亚,1.0,0.0,0.0,2020-02-29
奥地利,5.0,0.0,0.0,2020-02-29
丹麦,3.0,0.0,0.0,2020-02-29
芬兰,3.0,1.0,0.0,2020-02-29
瑞士,15.0,0.0,0.0,2020-02-29
马来西亚,25.0,18.0,0.0,2020-02-29
希腊,4.0,0.0,0.0,2020-02-29
阿塞拜疆,1.0,0.0,0.0,2020-02-29
伊拉克,8.0,0.0,0.0,2020-02-29
韩国,3150.0,27.0,16.0,2020-02-29
黎巴嫩,3.0,0.0,0.0,2020-02-29
澳大利亚,25.0,15.0,0.0,2020-02-29
斯里兰卡,1.0,1.0,0.0,2020-02-29
立陶宛,1.0,0.0,0.0,2020-02-29
爱沙尼亚,1.0,0.0,0.0,2020-02-29
北马其顿,1.0,0.0,0.0,2020-02-29
格鲁吉亚,2.0,0.0,0.0,2020-02-29
克罗地亚,5.0,0.0,0.0,2020-02-29
尼泊尔,1.0,1.0,0.0,2020-02-29
泰国,42.0,28.0,0.0,2020-02-29
越南,16.0,16.0,0.0,2020-02-29
钻石公主号邮轮,705.0,0.0,6.0,2020-02-29
柬埔寨,1.0,1.0,0.0,2020-02-29
冰岛,1.0,0.0,0.0,2020-02-29
新西兰,1.0,0.0,0.0,2020-02-29
中国,3858.0,3858.0,25.0,2020-02-29
摩纳哥,1.0,0.0,0.0,2020-02-29
大不列颠及北爱尔兰联合王国,20.0,8.0,0.0,2020-02-29
英国（含北爱尔兰）,20.0,8.0,0.0,2020-02-29
北爱尔兰,20.0,8.0,0.0,2020-02-29
美国,63.0,3.0,1.0,2020-03-01
俄罗斯,2.0,2.0,0.0,2020-03-01
英国,35.0,8.0,0.0,2020-03-01
巴西,2.0,0.0,0.0,2020-03-01
意大利,1128.0,50.0,29.0,2020-03-01
西班牙,58.0,2.0,0.0,2020-03-01
法国,100.0,12.0,2.0,2020-03-01
印度,3.0,3.0,0.0,2020-03-01
荷兰,7.0,0.0,0.0,2020-03-01
加拿大,20.0,4.0,0.0,2020-03-01
比利时,2.0,1.0,0.0,2020-03-01
卡塔尔,1.0,0.0,0.0,2020-03-01
巴基斯坦,3.0,0.0,0.0,2020-03-01
新加坡,102.0,72.0,0.0,2020-03-01
厄瓜多尔,1.0,0.0,0.0,2020-03-01
瑞典,13.0,0.0,0.0,2020-03-01
白俄罗斯,1.0,0.0,0.0,2020-03-01
伊朗,978.0,175.0,54.0,2020-03-01
阿联酋,21.0,5.0,0.0,2020-03-01
德国,117.0,14.0,0.0,2020-03-01
墨西哥,4.0,0.0,0.0,2020-03-01
科威特,46.0,0.0,0.0,2020-03-01
爱尔兰,1.0,0.0,0.0,2020-03-01
菲律宾,3.0,1.0,1.0,2020-03-01
挪威,17.0,0.0,0.0,2020-03-01
埃及,1.0,1.0,0.0,2020-03-01
日本,250.0,41.0,5.0,2020-03-01
罗马尼亚,3.0,0.0,0.0,2020-03-01
阿富汗,1.0,0.0,0.0,2020-03-01
尼日利亚,1.0,0.0,0.0,2020-03-01
巴林,41.0,0.0,0.0,2020-03-01
阿曼,6.0,1.0,0.0,2020-03-01
以色列,10.0,1.0,0.0,2020-03-01
阿尔及利亚,1.0,0.0,0.0,2020-03-01
亚美尼亚,1.0,0.0,0.0,2020-03-01
奥地利,10.0,0.0,0.0,2020-03-01
丹麦,3.0,0.0,0.0,2020-03-01
芬兰,3.0,1.0,0.0,2020-03-01
瑞士,24.0,0.0,0.0,2020-03-01
马来西亚,29.0,18.0,0.0,2020-03-01
希腊,7.0,0.0,0.0,2020-03-01
阿塞拜疆,3.0,0.0,0.0,2020-03-01
伊拉克,13.0,0.0,0.0,2020-03-01
韩国,3526.0,30.0,17.0,2020-03-01
黎巴嫩,3.0,0.0,0.0,2020-03-01
圣马力诺,1.0,0.0,0.0,2020-03-01
澳大利亚,28.0,15.0,1.0,2020-03-01
斯里兰卡,1.0,1.0,0.0,2020-03-01
立陶宛,1.0,0.0,0.0,2020-03-01
爱沙尼亚,1.0,0.0,0.0,2020-03-01
北马其顿,1.0,0.0,0.0,2020-03-01
格鲁吉亚,3.0,0.0,0.0,2020-03-01
克罗地亚,7.0,0.0,0.0,2020-03-01
尼泊尔,1.0,1.0,0.0,2020-03-01
卢森堡,1.0,0.0,0.0,2020-03-01
泰国,42.0,28.0,1.0,2020-03-01
越南,16.0,16.0,0.0,2020-03-01
钻石公主号邮轮,705.0,0.0,6.0,2020-03-01
柬埔寨,1.0,1.0,0.0,2020-03-01
冰岛,1.0,0.0,0.0,2020-03-01
新西兰,1.0,0.0,0.0,2020-03-01
中国,91.0,91.0,2.0,2020-03-01
摩纳哥,1.0,0.0,0.0,2020-03-01
美国,77.0,3.0,1.0,2020-03-02
俄罗斯,2.0,2.0,0.0,2020-03-02
英国,36.0,8.0,0.0,2020-03-02
巴西,2.0,0.0,0.0,2020-03-02
意大利,1694.0,83.0,34.0,2020-03-02
西班牙,84.0,2.0,0.0,2020-03-02
法国,130.0,12.0,2.0,2020-03-02
印度,2.0,0.0,0.0,2020-03-02
荷兰,10.0,0.0,0.0,2020-03-02
加拿大,24.0,4.0,0.0,2020-03-02
比利时,2.0,1.0,0.0,2020-03-02
卡塔尔,1.0,0.0,0.0,2020-03-02
巴基斯坦,4.0,0.0,0.0,2020-03-02
新加坡,106.0,74.0,0.0,2020-03-02
厄瓜多尔,6.0,0.0,0.0,2020-03-02
瑞典,13.0,0.0,0.0,2020-03-02
白俄罗斯,1.0,0.0,0.0,2020-03-02
伊朗,1501.0,175.0,66.0,2020-03-02
阿联酋,21.0,5.0,0.0,2020-03-02
德国,130.0,14.0,0.0,2020-03-02
印度尼西亚,2.0,0.0,0.0,2020-03-02
多米尼加,1.0,0.0,0.0,2020-03-02
墨西哥,5.0,0.0,0.0,2020-03-02
科威特,46.0,0.0,0.0,2020-03-02
爱尔兰,1.0,0.0,0.0,2020-03-02
菲律宾,3.0,1.0,1.0,2020-03-02
挪威,19.0,0.0,0.0,2020-03-02
埃及,2.0,1.0,0.0,2020-03-02
日本,274.0,41.0,6.0,2020-03-02
罗马尼亚,3.0,0.0,0.0,2020-03-02
阿富汗,1.0,0.0,0.0,2020-03-02
尼日利亚,1.0,0.0,0.0,2020-03-02
巴林,47.0,0.0,0.0,2020-03-02
阿曼,6.0,1.0,0.0,2020-03-02
以色列,10.0,1.0,0.0,2020-03-02
阿尔及利亚,1.0,0.0,0.0,2020-03-02
捷克,3.0,0.0,0.0,2020-03-02
亚美尼亚,1.0,0.0,0.0,2020-03-02
奥地利,14.0,0.0,0.0,2020-03-02
丹麦,3.0,0.0,0.0,2020-03-02
芬兰,6.0,1.0,0.0,2020-03-02
瑞士,27.0,0.0,0.0,2020-03-02
马来西亚,29.0,18.0,0.0,2020-03-02
希腊,7.0,0.0,0.0,2020-03-02
阿塞拜疆,3.0,0.0,0.0,2020-03-02
伊拉克,19.0,0.0,0.0,2020-03-02
韩国,4335.0,30.0,22.0,2020-03-02
黎巴嫩,3.0,0.0,0.0,2020-03-02
圣马力诺,1.0,0.0,0.0,2020-03-02
澳大利亚,29.0,15.0,1.0,2020-03-02
斯里兰卡,1.0,1.0,0.0,2020-03-02
立陶宛,1.0,0.0,0.0,2020-03-02
爱沙尼亚,1.0,0.0,0.0,2020-03-02
北马其顿,1.0,0.0,0.0,2020-03-02
格鲁吉亚,3.0,0.0,0.0,2020-03-02
克罗地亚,7.0,0.0,0.0,2020-03-02
安道尔,1.0,0.0,0.0,2020-03-02
尼泊尔,1.0,1.0,0.0,2020-03-02
卢森堡,1.0,0.0,0.0,2020-03-02
泰国,43.0,31.0,1.0,2020-03-02
越南,16.0,16.0,0.0,2020-03-02
钻石公主号邮轮,706.0,0.0,6.0,2020-03-02
柬埔寨,1.0,1.0,0.0,2020-03-02
冰岛,1.0,0.0,0.0,2020-03-02
新西兰,1.0,0.0,0.0,2020-03-02
中国,76.0,76.0,3.0,2020-03-02
摩纳哥,1.0,0.0,0.0,2020-03-02
美国,100.0,3.0,6.0,2020-03-03
俄罗斯,3.0,0.0,0.0,2020-03-03
英国,51.0,8.0,0.0,2020-03-03
巴西,2.0,0.0,0.0,2020-03-03
意大利,2036.0,149.0,52.0,2020-03-03
西班牙,150.0,2.0,0.0,2020-03-03
法国,130.0,12.0,2.0,2020-03-03
印度,6.0,3.0,0.0,2020-03-03
荷兰,24.0,0.0,0.0,2020-03-03
加拿大,24.0,4.0,0.0,2020-03-03
比利时,13.0,1.0,0.0,2020-03-03
卡塔尔,7.0,0.0,0.0,2020-03-03
巴基斯坦,5.0,0.0,0.0,2020-03-03
沙特阿拉伯,1.0,0.0,0.0,2020-03-03
新加坡,110.0,74.0,0.0,2020-03-03
厄瓜多尔,6.0,0.0,0.0,2020-03-03
葡萄牙,2.0,0.0,0.0,2020-03-03
瑞典,19.0,0.0,0.0,2020-03-03
白俄罗斯,3.0,0.0,0.0,2020-03-03
伊朗,2336.0,435.0,77.0,2020-03-03
阿联酋,21.0,5.0,0.0,2020-03-03
德国,196.0,14.0,0.0,2020-03-03
乌克兰,1.0,0.0,0.0,2020-03-03
印度尼西亚,2.0,0.0,0.0,2020-03-03
多米尼加,1.0,0.0,0.0,2020-03-03
墨西哥,5.0,1.0,0.0,2020-03-03
科威特,56.0,0.0,0.0,2020-03-03
爱尔兰,1.0,0.0,0.0,2020-03-03
菲律宾,3.0,1.0,1.0,2020-03-03
挪威,32.0,0.0,0.0,2020-03-03
埃及,2.0,1.0,0.0,2020-03-03
日本,289.0,41.0,6.0,2020-03-03
罗马尼亚,3.0,0.0,0.0,2020-03-03
阿富汗,1.0,0.0,0.0,2020-03-03
尼日利亚,1.0,0.0,0.0,2020-03-03
巴林,47.0,0.0,0.0,2020-03-03
阿曼,12.0,2.0,0.0,2020-03-03
以色列,10.0,1.0,0.0,2020-03-03
摩洛哥,1.0,0.0,0.0,2020-03-03
阿尔及利亚,1.0,0.0,0.0,2020-03-03
捷克,5.0,0.0,0.0,2020-03-03
亚美尼亚,1.0,0.0,0.0,2020-03-03
奥地利,14.0,0.0,0.0,2020-03-03
丹麦,6.0,0.0,0.0,2020-03-03
芬兰,6.0,1.0,0.0,2020-03-03
瑞士,46.0,2.0,0.0,2020-03-03
塞内加尔,1.0,0.0,0.0,2020-03-03
马来西亚,36.0,22.0,0.0,2020-03-03
希腊,7.0,0.0,0.0,2020-03-03
阿塞拜疆,3.0,0.0,0.0,2020-03-03
伊拉克,19.0,0.0,0.0,2020-03-03
韩国,5186.0,30.0,31.0,2020-03-03
黎巴嫩,10.0,0.0,0.0,2020-03-03
圣马力诺,1.0,0.0,0.0,2020-03-03
澳大利亚,40.0,15.0,1.0,2020-03-03
斯里兰卡,1.0,1.0,0.0,2020-03-03
立陶宛,1.0,0.0,0.0,2020-03-03
爱沙尼亚,1.0,0.0,0.0,2020-03-03
北马其顿,1.0,0.0,0.0,2020-03-03
格鲁吉亚,3.0,0.0,0.0,2020-03-03
克罗地亚,9.0,0.0,0.0,2020-03-03
安道尔,1.0,0.0,0.0,2020-03-03
尼泊尔,1.0,1.0,0.0,2020-03-03
卢森堡,1.0,0.0,0.0,2020-03-03
约旦,1.0,0.0,0.0,2020-03-03
泰国,43.0,31.0,1.0,2020-03-03
越南,16.0,16.0,0.0,2020-03-03
钻石公主号邮轮,706.0,0.0,6.0,2020-03-03
柬埔寨,1.0,1.0,0.0,2020-03-03
冰岛,9.0,0.0,0.0,2020-03-03
新西兰,1.0,0.0,0.0,2020-03-03
中国,2758.0,2758.0,32.0,2020-03-03
摩纳哥,1.0,0.0,0.0,2020-03-03
美国,122.0,3.0,9.0,2020-03-04
俄罗斯,4.0,0.0,0.0,2020-03-04
英国,51.0,8.0,0.0,2020-03-04
意大利,2502.0,160.0,79.0,2020-03-04
西班牙,165.0,2.0,1.0,2020-03-04
法国,212.0,12.0,4.0,2020-03-04
印度,15.0,3.0,0.0,2020-03-04
荷兰,24.0,0.0,0.0,2020-03-04
加拿大,30.0,4.0,0.0,2020-03-04
比利时,13.0,1.0,0.0,2020-03-04
卡塔尔,7.0,0.0,0.0,2020-03-04
巴基斯坦,5.0,0.0,0.0,2020-03-04
沙特阿拉伯,1.0,0.0,0.0,2020-03-04
新加坡,110.0,74.0,0.0,2020-03-04
厄瓜多尔,7.0,0.0,0.0,2020-03-04
葡萄牙,2.0,0.0,0.0,2020-03-04
智利,1.0,0.0,0.0,2020-03-04
瑞典,30.0,0.0,0.0,2020-03-04
白俄罗斯,4.0,0.0,0.0,2020-03-04
伊朗,2922.0,552.0,92.0,2020-03-04
阿联酋,27.0,5.0,0.0,2020-03-04
德国,240.0,14.0,0.0,2020-03-04
乌克兰,1.0,0.0,0.0,2020-03-04
印度尼西亚,2.0,0.0,0.0,2020-03-04
波兰,1.0,0.0,0.0,2020-03-04
多米尼加,1.0,0.0,0.0,2020-03-04
墨西哥,5.0,1.0,0.0,2020-03-04
科威特,56.0,0.0,0.0,2020-03-04
爱尔兰,2.0,0.0,0.0,2020-03-04
挪威,33.0,0.0,0.0,2020-03-04
埃及,2.0,1.0,0.0,2020-03-04
日本,304.0,46.0,6.0,2020-03-04
罗马尼亚,4.0,1.0,0.0,2020-03-04
阿根廷,1.0,0.0,0.0,2020-03-04
巴林,49.0,0.0,0.0,2020-03-04
阿曼,12.0,2.0,0.0,2020-03-04
以色列,10.0,1.0,0.0,2020-03-04
摩洛哥,1.0,0.0,0.0,2020-03-04
捷克,5.0,0.0,0.0,2020-03-04
亚美尼亚,1.0,0.0,0.0,2020-03-04
奥地利,24.0,0.0,0.0,2020-03-04
丹麦,10.0,0.0,0.0,2020-03-04
芬兰,6.0,1.0,0.0,2020-03-04
瑞士,58.0,2.0,0.0,2020-03-04
塞内加尔,1.0,0.0,0.0,2020-03-04
马来西亚,50.0,22.0,0.0,2020-03-04
希腊,7.0,0.0,0.0,2020-03-04
伊拉克,32.0,0.0,1.0,2020-03-04
韩国,5621.0,41.0,33.0,2020-03-04
黎巴嫩,10.0,0.0,0.0,2020-03-04
澳大利亚,41.0,21.0,1.0,2020-03-04
拉脱维亚,1.0,0.0,0.0,2020-03-04
突尼斯,1.0,0.0,0.0,2020-03-04
格鲁吉亚,3.0,0.0,0.0,2020-03-04
克罗地亚,9.0,0.0,0.0,2020-03-04
安道尔,1.0,0.0,0.0,2020-03-04
约旦,1.0,0.0,0.0,2020-03-04
泰国,43.0,31.0,1.0,2020-03-04
钻石公主号邮轮,706.0,0.0,6.0,2020-03-04
冰岛,14.0,0.0,0.0,2020-03-04
新西兰,2.0,0.0,0.0,2020-03-04
中国,1505.0,1505.0,11.0,2020-03-04
列支敦士登,1.0,0.0,0.0,2020-03-04
美国,153.0,3.0,11.0,2020-03-05
俄罗斯,6.0,2.0,0.0,2020-03-05
英国,85.0,8.0,0.0,2020-03-05
巴西,3.0,0.0,0.0,2020-03-05
意大利,3089.0,276.0,107.0,2020-03-05
西班牙,229.0,2.0,1.0,2020-03-05
法国,285.0,12.0,4.0,2020-03-05
印度,29.0,3.0,0.0,2020-03-05
荷兰,38.0,0.0,0.0,2020-03-05
加拿大,33.0,4.0,0.0,2020-03-05
比利时,23.0,1.0,0.0,2020-03-05
卡塔尔,7.0,0.0,0.0,2020-03-05
巴基斯坦,5.0,0.0,0.0,2020-03-05
沙特阿拉伯,2.0,0.0,0.0,2020-03-05
新加坡,112.0,79.0,0.0,2020-03-05
厄瓜多尔,10.0,0.0,0.0,2020-03-05
葡萄牙,5.0,0.0,0.0,2020-03-05
智利,3.0,0.0,0.0,2020-03-05
瑞典,52.0,0.0,0.0,2020-03-05
白俄罗斯,6.0,0.0,0.0,2020-03-05
伊朗,2922.0,552.0,92.0,2020-03-05
阿联酋,28.0,5.0,0.0,2020-03-05
德国,349.0,14.0,0.0,2020-03-05
乌克兰,1.0,0.0,0.0,2020-03-05
印度尼西亚,2.0,0.0,0.0,2020-03-05
波兰,1.0,0.0,0.0,2020-03-05
多米尼加,1.0,0.0,0.0,2020-03-05
墨西哥,6.0,1.0,0.0,2020-03-05
科威特,56.0,0.0,0.0,2020-03-05
爱尔兰,2.0,0.0,0.0,2020-03-05
菲律宾,3.0,1.0,1.0,2020-03-05
挪威,56.0,0.0,0.0,2020-03-05
埃及,2.0,1.0,0.0,2020-03-05
日本,331.0,46.0,6.0,2020-03-05
罗马尼亚,6.0,1.0,0.0,2020-03-05
阿富汗,1.0,0.0,0.0,2020-03-05
阿根廷,1.0,0.0,0.0,2020-03-05
尼日利亚,1.0,0.0,0.0,2020-03-05
巴林,49.0,0.0,0.0,2020-03-05
阿曼,15.0,2.0,0.0,2020-03-05
以色列,15.0,1.0,0.0,2020-03-05
摩洛哥,1.0,0.0,0.0,2020-03-05
阿尔及利亚,8.0,0.0,0.0,2020-03-05
捷克,5.0,0.0,0.0,2020-03-05
亚美尼亚,1.0,0.0,0.0,2020-03-05
奥地利,24.0,0.0,0.0,2020-03-05
丹麦,15.0,0.0,0.0,2020-03-05
芬兰,7.0,1.0,0.0,2020-03-05
瑞士,66.0,2.0,0.0,2020-03-05
匈牙利,2.0,0.0,0.0,2020-03-05
塞内加尔,4.0,0.0,0.0,2020-03-05
马来西亚,50.0,22.0,0.0,2020-03-05
希腊,10.0,0.0,0.0,2020-03-05
斯洛文尼亚,1.0,0.0,0.0,2020-03-05
阿塞拜疆,3.0,0.0,0.0,2020-03-05
伊拉克,32.0,0.0,2.0,2020-03-05
韩国,6088.0,41.0,36.0,2020-03-05
波黑,1.0,0.0,0.0,2020-03-05
黎巴嫩,15.0,1.0,0.0,2020-03-05
圣马力诺,10.0,0.0,0.0,2020-03-05
澳大利亚,53.0,21.0,2.0,2020-03-05
斯里兰卡,1.0,1.0,0.0,2020-03-05
立陶宛,1.0,0.0,0.0,2020-03-05
拉脱维亚,1.0,0.0,0.0,2020-03-05
爱沙尼亚,1.0,0.0,0.0,2020-03-05
北马其顿,1.0,0.0,0.0,2020-03-05
突尼斯,1.0,0.0,0.0,2020-03-05
格鲁吉亚,3.0,0.0,0.0,2020-03-05
克罗地亚,10.0,0.0,0.0,2020-03-05
安道尔,1.0,0.0,0.0,2020-03-05
尼泊尔,1.0,1.0,0.0,2020-03-05
卢森堡,1.0,0.0,0.0,2020-03-05
约旦,1.0,0.0,0.0,2020-03-05
泰国,47.0,31.0,1.0,2020-03-05
越南,16.0,16.0,0.0,2020-03-05
钻石公主号邮轮,706.0,0.0,6.0,2020-03-05
柬埔寨,1.0,1.0,0.0,2020-03-05
冰岛,26.0,0.0,0.0,2020-03-05
新西兰,3.0,0.0,0.0,2020-03-05
中国,102.0,102.0,2.0,2020-03-05
列支敦士登,1.0,0.0,0.0,2020-03-05
摩纳哥,1.0,0.0,0.0,2020-03-05
美国,232.0,3.0,14.0,2020-03-06
俄罗斯,8.0,2.0,0.0,2020-03-06
英国,116.0,8.0,1.0,2020-03-06
巴西,8.0,0.0,0.0,2020-03-06
意大利,3927.0,414.0,148.0,2020-03-06
西班牙,345.0,2.0,1.0,2020-03-06
秘鲁,1.0,0.0,0.0,2020-03-06
法国,577.0,12.0,9.0,2020-03-06
印度,4.0,0.0,0.0,2020-03-06
荷兰,82.0,0.0,0.0,2020-03-06
加拿大,48.0,4.0,0.0,2020-03-06
比利时,109.0,1.0,0.0,2020-03-06
卡塔尔,7.0,0.0,0.0,2020-03-06
巴基斯坦,6.0,0.0,0.0,2020-03-06
沙特阿拉伯,2.0,0.0,0.0,2020-03-06
新加坡,130.0,82.0,0.0,2020-03-06
厄瓜多尔,13.0,0.0,0.0,2020-03-06
葡萄牙,5.0,0.0,0.0,2020-03-06
智利,4.0,0.0,0.0,2020-03-06
瑞典,94.0,0.0,0.0,2020-03-06
白俄罗斯,6.0,0.0,0.0,2020-03-06
伊朗,4747.0,913.0,124.0,2020-03-06
阿联酋,29.0,5.0,0.0,2020-03-06
德国,565.0,14.0,0.0,2020-03-06
乌克兰,1.0,0.0,0.0,2020-03-06
印度尼西亚,4.0,0.0,0.0,2020-03-06
波兰,1.0,0.0,0.0,2020-03-06
墨西哥,6.0,1.0,0.0,2020-03-06
科威特,58.0,0.0,0.0,2020-03-06
爱尔兰,13.0,0.0,0.0,2020-03-06
菲律宾,5.0,1.0,1.0,2020-03-06
挪威,86.0,0.0,0.0,2020-03-06
南非,1.0,0.0,0.0,2020-03-06
日本,371.0,46.0,6.0,2020-03-06
塞尔维亚,1.0,0.0,0.0,2020-03-06
罗马尼亚,6.0,1.0,0.0,2020-03-06
阿根廷,2.0,0.0,0.0,2020-03-06
巴林,56.0,4.0,0.0,2020-03-06
阿曼,16.0,2.0,0.0,2020-03-06
以色列,17.0,2.0,0.0,2020-03-06
摩洛哥,1.0,0.0,0.0,2020-03-06
阿尔及利亚,17.0,0.0,0.0,2020-03-06
捷克,12.0,0.0,0.0,2020-03-06
奥地利,41.0,0.0,0.0,2020-03-06
丹麦,20.0,1.0,0.0,2020-03-06
芬兰,15.0,1.0,0.0,2020-03-06
瑞士,128.0,3.0,1.0,2020-03-06
匈牙利,3.0,0.0,0.0,2020-03-06
塞内加尔,4.0,0.0,0.0,2020-03-06
喀麦隆,1.0,0.0,0.0,2020-03-06
马来西亚,55.0,22.0,0.0,2020-03-06
希腊,45.0,0.0,0.0,2020-03-06
斯洛文尼亚,6.0,0.0,0.0,2020-03-06
伊拉克,38.0,0.0,2.0,2020-03-06
韩国,6593.0,41.0,42.0,2020-03-06
波黑,1.0,0.0,0.0,2020-03-06
黎巴嫩,15.0,1.0,0.0,2020-03-06
圣马力诺,23.0,0.0,0.0,2020-03-06
澳大利亚,59.0,22.0,2.0,2020-03-06
拉脱维亚,1.0,0.0,0.0,2020-03-06
爱沙尼亚,5.0,0.0,0.0,2020-03-06
突尼斯,1.0,0.0,0.0,2020-03-06
巴勒斯坦,7.0,0.0,0.0,2020-03-06
克罗地亚,11.0,0.0,0.0,2020-03-06
约旦,1.0,0.0,0.0,2020-03-06
泰国,48.0,31.0,1.0,2020-03-06
越南,16.0,16.0,0.0,2020-03-06
钻石公主号邮轮,696.0,0.0,6.0,2020-03-06
冰岛,34.0,0.0,0.0,2020-03-06
不丹,1.0,0.0,0.0,2020-03-06
新西兰,4.0,0.0,0.0,2020-03-06
中国,69127.0,69127.0,2947.0,2020-03-06
列支敦士登,1.0,0.0,0.0,2020-03-06
梵蒂冈,1.0,0.0,0.0,2020-03-06
美国,324.0,10.0,14.0,2020-03-07
俄罗斯,8.0,2.0,0.0,2020-03-07
英国,163.0,8.0,1.0,2020-03-07
巴西,13.0,0.0,0.0,2020-03-07
意大利,4636.0,523.0,197.0,2020-03-07
西班牙,387.0,2.0,1.0,2020-03-07
秘鲁,1.0,0.0,0.0,2020-03-07
法国,613.0,12.0,9.0,2020-03-07
印度,33.0,3.0,0.0,2020-03-07
荷兰,128.0,0.0,1.0,2020-03-07
加拿大,53.0,4.0,0.0,2020-03-07
比利时,109.0,1.0,0.0,2020-03-07
卡塔尔,11.0,0.0,0.0,2020-03-07
巴基斯坦,6.0,0.0,0.0,2020-03-07
沙特阿拉伯,2.0,0.0,0.0,2020-03-07
新加坡,130.0,82.0,0.0,2020-03-07
厄瓜多尔,13.0,0.0,0.0,2020-03-07
葡萄牙,8.0,0.0,0.0,2020-03-07
智利,4.0,0.0,0.0,2020-03-07
瑞典,137.0,0.0,0.0,2020-03-07
白俄罗斯,6.0,0.0,0.0,2020-03-07
伊朗,5823.0,1669.0,145.0,2020-03-07
阿联酋,45.0,7.0,0.0,2020-03-07
德国,687.0,14.0,0.0,2020-03-07
哥伦比亚,1.0,0.0,0.0,2020-03-07
印度尼西亚,4.0,0.0,0.0,2020-03-07
波兰,5.0,0.0,0.0,2020-03-07
墨西哥,6.0,1.0,0.0,2020-03-07
科威特,58.0,0.0,0.0,2020-03-07
爱尔兰,18.0,0.0,0.0,2020-03-07
菲律宾,6.0,1.0,1.0,2020-03-07
挪威,113.0,0.0,0.0,2020-03-07
埃及,15.0,1.0,0.0,2020-03-07
南非,1.0,0.0,0.0,2020-03-07
日本,420.0,46.0,6.0,2020-03-07
塞尔维亚,1.0,0.0,0.0,2020-03-07
罗马尼亚,9.0,3.0,0.0,2020-03-07
阿根廷,8.0,0.0,0.0,2020-03-07
巴林,56.0,4.0,0.0,2020-03-07
阿曼,16.0,2.0,0.0,2020-03-07
以色列,21.0,2.0,0.0,2020-03-07
阿尔及利亚,17.0,0.0,0.0,2020-03-07
捷克,18.0,0.0,0.0,2020-03-07
奥地利,55.0,0.0,0.0,2020-03-07
丹麦,23.0,1.0,0.0,2020-03-07
芬兰,15.0,1.0,0.0,2020-03-07
瑞士,210.0,3.0,1.0,2020-03-07
匈牙利,3.0,0.0,0.0,2020-03-07
塞内加尔,4.0,0.0,0.0,2020-03-07
喀麦隆,2.0,0.0,0.0,2020-03-07
马来西亚,83.0,23.0,0.0,2020-03-07
希腊,46.0,0.0,0.0,2020-03-07
斯洛文尼亚,6.0,0.0,0.0,2020-03-07
伊拉克,46.0,0.0,4.0,2020-03-07
韩国,7041.0,108.0,47.0,2020-03-07
波黑,1.0,0.0,0.0,2020-03-07
哥斯达黎加,1.0,0.0,0.0,2020-03-07
黎巴嫩,15.0,1.0,0.0,2020-03-07
圣马力诺,23.0,0.0,0.0,2020-03-07
澳大利亚,64.0,22.0,2.0,2020-03-07
